,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
EIF4H6,1.12E-101,1.520741872,0.971,0.391,2.34E-97,19,EIF4H
TDRD74,2.74E-101,1.927993378,0.471,0.09,5.74E-97,19,TDRD7
C15orf324,1.23E-100,2.028047326,0.453,0.085,2.59E-96,19,C15orf32
CA38,2.43E-100,1.707225842,0.801,0.24,5.10E-96,19,CA3
METTL1610,2.58E-100,1.211744527,0.572,0.121,5.41E-96,19,METTL16
ZZEF15,5.60E-100,1.662781694,0.862,0.275,1.17E-95,19,ZZEF1
GLRA26,9.63E-100,1.532733293,0.67,0.169,2.02E-95,19,GLRA2
FUT29,1.07E-99,1.74874248,0.815,0.255,2.25E-95,19,FUT2
HTR3A5,2.41E-99,0.935442005,0.736,0.188,5.06E-95,19,HTR3A
FCAR8,4.19E-99,1.823776267,0.609,0.143,8.79E-95,19,FCAR
PSMB107,8.78E-99,1.331316647,0.884,0.274,1.84E-94,19,PSMB10
SRRM16,1.15E-98,1.475671298,0.678,0.168,2.40E-94,19,SRRM1
KCNQ56,3.84E-98,1.77118421,0.754,0.222,8.04E-94,19,KCNQ5
CCDC1419,5.45E-98,1.030175254,0.822,0.225,1.14E-93,19,CCDC141
KANSL1-AS19,1.27E-97,1.56192799,1,0.574,2.65E-93,19,KANSL1-AS1
CHMP311,3.63E-97,1.329035835,0.906,0.31,7.62E-93,19,CHMP3
LINC009707,4.72E-97,1.507593326,0.728,0.2,9.89E-93,19,LINC00970
DPYSL45,5.07E-97,2.544688527,0.504,0.112,1.06E-92,19,DPYSL4
AMY2A9,1.33E-96,1.430303424,0.591,0.133,2.79E-92,19,AMY2A
LGALS138,1.52E-96,1.65705405,0.449,0.083,3.19E-92,19,LGALS13
CCDC1844,2.52E-96,1.497634729,0.732,0.201,5.29E-92,19,CCDC184
HMGN39,4.67E-96,1.313380735,0.88,0.28,9.79E-92,19,HMGN3
VWA77,9.08E-96,1.435909515,0.986,0.45,1.90E-91,19,VWA7
ADD16,1.52E-95,1.544410475,0.598,0.138,3.18E-91,19,ADD1
HMGA2-AS15,7.82E-95,2.538731138,0.518,0.12,1.64E-90,19,HMGA2-AS1
NALCN-AS17,9.56E-95,1.481008759,0.975,0.453,2.00E-90,19,NALCN-AS1
ECI17,2.08E-94,1.333107687,0.946,0.362,4.37E-90,19,ECI1
MINAR24,5.21E-94,2.955705528,0.254,0.032,1.09E-89,19,MINAR2
THOC75,2.07E-93,0.837505001,0.58,0.132,4.33E-89,19,THOC7
ANKRD462,1.60E-92,0.289153727,0.543,0.117,3.36E-88,19,ANKRD46
COX7A28,1.61E-92,1.512238556,0.678,0.183,3.39E-88,19,COX7A2
ADAM84,3.44E-92,0.578730501,0.783,0.226,7.21E-88,19,ADAM8
CORO2A11,2.27E-91,1.318384479,0.891,0.291,4.75E-87,19,CORO2A
BHLHA95,4.29E-91,1.725027335,0.457,0.09,8.99E-87,19,BHLHA9
MEA18,7.39E-91,1.078315804,0.884,0.267,1.55E-86,19,MEA1
ASNSD16,3.06E-90,1.899747056,0.359,0.06,6.43E-86,19,ASNSD1
PPA15,1.03E-89,1.788226001,0.591,0.145,2.15E-85,19,PPA1
NUDT153,3.32E-89,1.604088299,0.529,0.118,6.96E-85,19,NUDT15
SPATC19,1.15E-88,1.50650536,0.909,0.367,2.42E-84,19,SPATC1
ITGAV7,1.89E-88,1.26207315,0.572,0.132,3.96E-84,19,ITGAV
SEMA3G4,3.50E-88,0.794685793,0.627,0.15,7.33E-84,19,SEMA3G
SLC35A59,4.44E-88,1.03500413,0.79,0.229,9.31E-84,19,SLC35A5
EPN19,6.53E-88,1.23905078,0.772,0.229,1.37E-83,19,EPN1
SLC17A16,1.82E-87,1.417361071,0.855,0.291,3.82E-83,19,SLC17A1
AP3S25,2.03E-87,1.547627876,0.649,0.173,4.26E-83,19,AP3S2
BMAL16,3.00E-87,1.032144087,0.569,0.135,6.29E-83,19,BMAL1
FIBIN8,3.06E-87,1.239098766,0.906,0.318,6.41E-83,19,FIBIN
RTCB8,4.07E-87,0.781155772,0.978,0.345,8.54E-83,19,RTCB
OR2T127,4.22E-87,1.455960072,0.529,0.12,8.86E-83,19,OR2T12
CCDC686,8.27E-87,0.196273827,0.87,0.264,1.73E-82,19,CCDC68
COQ34,1.94E-86,1.700378862,0.475,0.1,4.06E-82,19,COQ3
OARD14,4.40E-86,2.764172859,0.264,0.037,9.23E-82,19,OARD1
CHI3L23,4.47E-86,3.526523456,0.149,0.012,9.38E-82,19,CHI3L2
FEZF26,9.24E-86,1.308869438,0.953,0.404,1.94E-81,19,FEZF2
HCAR16,2.30E-85,0.441518939,0.757,0.209,4.82E-81,19,HCAR1
CDH155,4.80E-85,2.524042463,0.268,0.038,1.01E-80,19,CDH15
AP2A27,5.77E-85,1.304648584,0.667,0.176,1.21E-80,19,AP2A2
ZNF40811,6.58E-85,1.28883759,0.594,0.148,1.38E-80,19,ZNF408
GLYATL18,8.09E-85,1.06497305,0.717,0.196,1.70E-80,19,GLYATL1
GFRA18,9.93E-85,0.481698677,0.982,0.314,2.08E-80,19,GFRA1
CAMK2N27,4.41E-84,1.033840293,0.83,0.264,9.25E-80,19,CAMK2N2
CHD69,7.49E-84,1.078012677,0.576,0.138,1.57E-79,19,CHD6
FAM133A8,9.15E-84,1.053831683,0.989,0.393,1.92E-79,19,FAM133A
MEN16,1.08E-83,1.24950142,0.859,0.296,2.27E-79,19,MEN1
LPCAT46,1.12E-83,1.195103363,0.978,0.514,2.35E-79,19,LPCAT4
TFAP2B7,1.60E-83,1.487461725,0.982,0.673,3.35E-79,19,TFAP2B
TRIM228,6.45E-83,0.954244457,0.862,0.265,1.35E-78,19,TRIM22
EDNRB-AS16,1.23E-82,0.887860297,0.92,0.334,2.59E-78,19,EDNRB-AS1
CWC154,3.07E-82,1.317074394,0.605,0.157,6.44E-78,19,CWC15
APOC19,5.84E-82,0.861351035,0.982,0.346,1.23E-77,19,APOC1
C12orf547,9.67E-82,1.764237851,0.486,0.11,2.03E-77,19,C12orf54
H2AZ2-DT10,2.65E-81,1.663233652,0.775,0.276,5.56E-77,19,H2AZ2-DT
SCN4B6,2.80E-81,1.356818962,0.565,0.143,5.87E-77,19,SCN4B
FGF14-AS17,4.24E-81,1.895119661,0.486,0.114,8.89E-77,19,FGF14-AS1
LHX55,6.17E-80,1.256771337,0.714,0.213,1.29E-75,19,LHX5
GGA34,2.16E-79,2.308264155,0.308,0.051,4.52E-75,19,GGA3
EIF3J6,2.80E-79,0.818198778,0.533,0.128,5.87E-75,19,EIF3J
KLF59,3.38E-79,1.258585666,0.783,0.243,7.08E-75,19,KLF5
ZNF7075,4.19E-79,1.417742276,0.902,0.394,8.79E-75,19,ZNF707
SLC6A175,4.49E-79,1.545729559,0.678,0.206,9.42E-75,19,SLC6A17
WDR355,4.73E-79,1.807910397,0.554,0.141,9.92E-75,19,WDR35
ACOT111,1.67E-78,0.942396253,0.989,0.344,3.51E-74,19,ACOT1
AMOTL14,6.85E-78,1.177857762,0.275,0.042,1.44E-73,19,AMOTL1
MYL107,9.75E-77,1.225539607,0.645,0.179,2.04E-72,19,MYL10
KCNIP29,1.40E-76,1.230070235,0.92,0.372,2.94E-72,19,KCNIP2
WFS16,1.45E-76,1.375370939,0.851,0.338,3.04E-72,19,WFS1
PRSS564,1.48E-76,2.017424274,0.428,0.095,3.11E-72,19,PRSS56
ERN28,1.73E-76,1.454165392,0.467,0.106,3.63E-72,19,ERN2
LINC017415,2.26E-76,1.887734747,0.489,0.119,4.73E-72,19,LINC01741
SNX9-AS15,7.47E-76,1.675825664,0.355,0.067,1.57E-71,19,SNX9-AS1
ZBTB347,8.24E-76,0.891685478,0.957,0.35,1.73E-71,19,ZBTB34
SETD37,4.05E-75,1.916937966,0.525,0.131,8.50E-71,19,SETD3
LINC016944,1.11E-74,2.225218267,0.199,0.024,2.32E-70,19,LINC01694
SNX256,1.64E-74,1.66679691,0.446,0.102,3.44E-70,19,SNX25
ANKRD455,1.80E-74,1.808144271,0.355,0.068,3.78E-70,19,ANKRD45
DNAL19,1.84E-74,0.942195016,0.837,0.279,3.86E-70,19,DNAL1
ANO18,6.72E-74,1.17131183,0.583,0.158,1.41E-69,19,ANO1
SPMIP85,7.66E-74,1.738910052,0.417,0.093,1.61E-69,19,SPMIP8
DIPK1B6,1.05E-73,1.264907981,0.909,0.393,2.21E-69,19,DIPK1B
COX7B7,2.83E-73,1.463284478,0.514,0.127,5.93E-69,19,COX7B
TUBG12,4.20E-73,3.904606835,0.101,0.007,8.80E-69,19,TUBG1
EOLA1-DT4,8.32E-73,2.20038235,0.551,0.156,1.75E-68,19,EOLA1-DT
WASHC42,1.09E-72,1.91469538,0.337,0.063,2.28E-68,19,WASHC4
TCF7L19,2.98E-72,0.738830873,0.862,0.293,6.24E-68,19,TCF7L1
CASP36,3.30E-72,0.804363142,0.949,0.445,6.91E-68,19,CASP3
LGALS27,3.69E-72,1.046268834,0.96,0.405,7.73E-68,19,LGALS2
DHRS15,4.63E-72,2.064246912,0.322,0.059,9.70E-68,19,DHRS1
CNTROB8,6.60E-72,0.395041119,0.783,0.252,1.38E-67,19,CNTROB
ZNF5019,8.91E-72,1.184783726,0.993,0.571,1.87E-67,19,ZNF501
MMUT4,2.07E-71,1.339123253,0.514,0.129,4.34E-67,19,MMUT
OTUB17,4.30E-71,2.177155227,0.243,0.036,9.03E-67,19,OTUB1
BTBD165,4.58E-71,1.070272836,0.304,0.054,9.61E-67,19,BTBD16
CNTNAP2-AS18,6.37E-71,1.349534331,0.536,0.139,1.34E-66,19,CNTNAP2-AS1
RNF12210,6.51E-71,0.803613682,0.71,0.207,1.37E-66,19,RNF122
RTKN22,8.22E-71,3.160283518,0.225,0.032,1.72E-66,19,RTKN2
PBDC18,9.31E-71,0.94444314,1,0.44,1.95E-66,19,PBDC1
TMEM38B4,8.16E-70,2.529082039,0.21,0.029,1.71E-65,19,TMEM38B
IGFN16,1.00E-69,1.38980512,0.341,0.066,2.10E-65,19,IGFN1
GARIN1A5,1.30E-69,2.705740823,0.17,0.019,2.73E-65,19,GARIN1A
GHR5,1.87E-69,1.342602239,0.725,0.244,3.92E-65,19,GHR
CNOT88,2.16E-69,1.208648903,0.663,0.202,4.53E-65,19,CNOT8
SLC25A129,3.06E-69,0.799519538,0.656,0.19,6.41E-65,19,SLC25A12
KLK147,3.51E-69,1.595597958,0.438,0.104,7.37E-65,19,KLK14
TMEM1777,3.64E-69,0.838205221,0.496,0.12,7.63E-65,19,TMEM177
RRAS6,5.40E-69,1.114431588,0.967,0.514,1.13E-64,19,RRAS
SUPT5H5,6.34E-69,1.284910847,0.504,0.127,1.33E-64,19,SUPT5H
SLC30A13,2.38E-68,2.255738382,0.377,0.084,5.00E-64,19,SLC30A1
MOGS9,2.41E-68,1.028898688,0.812,0.293,5.06E-64,19,MOGS
TRIM548,3.64E-68,1.423300187,0.957,0.561,7.64E-64,19,TRIM54
AKIRIN24,4.27E-68,3.123348762,0.188,0.024,8.95E-64,19,AKIRIN2
C20orf1443,7.95E-68,1.830360761,0.399,0.091,1.67E-63,19,C20orf144
BLZF19,1.01E-67,0.916348799,0.964,0.426,2.13E-63,19,BLZF1
NAPG8,1.72E-67,1.066271087,0.833,0.326,3.61E-63,19,NAPG
PPP2R1A7,2.85E-67,1.127457351,0.431,0.1,5.97E-63,19,PPP2R1A
IRAK17,5.58E-67,0.971037759,0.775,0.248,1.17E-62,19,IRAK1
PCDHB98,8.34E-67,1.367491283,0.746,0.262,1.75E-62,19,PCDHB9
TTC328,2.39E-66,0.775797639,0.572,0.157,5.02E-62,19,TTC32
ABRACL7,2.47E-66,1.350091927,0.931,0.495,5.18E-62,19,ABRACL
CD300LF5,1.52E-65,1.211153652,0.819,0.315,3.19E-61,19,CD300LF
TMEM2386,3.27E-65,0.550659049,0.609,0.169,6.86E-61,19,TMEM238
UBE2D19,3.48E-65,1.112401732,0.844,0.324,7.29E-61,19,UBE2D1
BEND43,1.87E-64,0.619375993,0.775,0.258,3.92E-60,19,BEND4
CLEC1B4,2.24E-64,1.785161504,0.301,0.058,4.71E-60,19,CLEC1B
GPANK19,4.01E-63,1.213777067,0.543,0.151,8.42E-59,19,GPANK1
EOLA26,4.99E-63,2.265477765,0.264,0.047,1.05E-58,19,EOLA2
GAL3ST310,5.46E-63,0.597821517,0.786,0.254,1.15E-58,19,GAL3ST3
ADGRE38,1.46E-61,1.038398145,0.616,0.188,3.06E-57,19,ADGRE3
HOATZ4,1.93E-61,1.98457616,0.29,0.055,4.05E-57,19,HOATZ
ISLR27,2.00E-61,1.422876912,0.399,0.093,4.19E-57,19,ISLR2
CDK183,4.23E-61,2.637886698,0.13,0.013,8.87E-57,19,CDK18
TENT4A3,8.19E-61,2.696255302,0.167,0.021,1.72E-56,19,TENT4A
WWC25,1.06E-60,0.778984374,0.562,0.16,2.22E-56,19,WWC2
ZBTB8A7,1.39E-60,1.184726886,0.833,0.35,2.92E-56,19,ZBTB8A
SAMSN15,4.45E-60,0.774278343,0.877,0.34,9.33E-56,19,SAMSN1
RNF255,4.65E-60,4.427053131,0.087,0.006,9.74E-56,19,RNF25
FAM120B7,5.41E-60,1.91924504,0.337,0.073,1.13E-55,19,FAM120B
PCBP37,5.90E-60,1.389977225,0.406,0.098,1.24E-55,19,PCBP3
KCNH64,6.36E-60,1.820406061,0.304,0.061,1.33E-55,19,KCNH6
LATS29,6.59E-60,0.993291181,0.993,0.513,1.38E-55,19,LATS2
BEST34,9.34E-60,1.834065789,0.391,0.095,1.96E-55,19,BEST3
ZRANB25,1.38E-59,1.022621808,1,0.7,2.89E-55,19,ZRANB2
IMPDH15,1.46E-59,1.17589052,0.957,0.512,3.06E-55,19,IMPDH1
LRRC369,1.58E-59,0.986385442,0.511,0.14,3.31E-55,19,LRRC36
HMG20B8,5.78E-59,1.167106131,0.989,0.631,1.21E-54,19,HMG20B
CFAP20DC-DT6,1.16E-58,1.3108783,0.594,0.2,2.43E-54,19,CFAP20DC-DT
LINC012765,1.34E-58,1.500389287,0.395,0.096,2.81E-54,19,LINC01276
ZBTB395,2.37E-58,0.82291619,0.591,0.175,4.97E-54,19,ZBTB39
ENTREP29,2.43E-58,0.872835993,0.971,0.465,5.11E-54,19,ENTREP2
FCRL17,2.65E-58,2.158015266,0.598,0.22,5.55E-54,19,FCRL1
KIF238,1.64E-57,1.07411938,0.449,0.116,3.43E-53,19,KIF23
SHMT14,1.46E-56,2.439309287,0.192,0.029,3.07E-52,19,SHMT1
MICU37,1.91E-56,1.500731715,0.286,0.057,4.01E-52,19,MICU3
KRT867,2.47E-56,0.912435122,0.714,0.258,5.18E-52,19,KRT86
HMX25,3.01E-56,0.991898876,0.587,0.176,6.31E-52,19,HMX2
PPP2R5D6,3.23E-56,0.77203144,0.554,0.162,6.78E-52,19,PPP2R5D
MID1IP1-AS19,6.20E-56,0.88281957,0.877,0.35,1.30E-51,19,MID1IP1-AS1
MLPH4,1.34E-55,1.561054306,0.514,0.158,2.81E-51,19,MLPH
NBL16,8.61E-55,1.587894352,0.409,0.107,1.81E-50,19,NBL1
STK406,1.01E-54,0.864774776,0.822,0.352,2.12E-50,19,STK40
HSPA211,1.37E-54,0.910435666,0.978,0.544,2.87E-50,19,HSPA2
PFDN54,1.65E-54,1.794449882,0.297,0.063,3.46E-50,19,PFDN5
NXF55,3.00E-54,1.334019,0.406,0.105,6.30E-50,19,NXF5
SAMSN1-AS18,4.45E-54,0.448022491,0.862,0.309,9.34E-50,19,SAMSN1-AS1
ZFP34,6.34E-54,1.221536289,0.514,0.157,1.33E-49,19,ZFP3
CCNT17,7.21E-54,1.444792158,0.319,0.07,1.51E-49,19,CCNT1
POLA18,2.76E-53,2.196429097,0.214,0.036,5.80E-49,19,POLA1
ALX37,1.52E-52,0.792130696,0.576,0.186,3.18E-48,19,ALX3
ARSB7,2.39E-52,0.533938128,0.768,0.293,5.02E-48,19,ARSB
UNC119B6,2.82E-52,1.763668552,0.844,0.526,5.91E-48,19,UNC119B
CLEC4M7,5.23E-52,0.192128143,0.725,0.24,1.10E-47,19,CLEC4M
HEPN15,1.13E-51,1.32538714,0.337,0.08,2.37E-47,19,HEPN1
NPW6,1.47E-51,2.248421268,0.272,0.057,3.09E-47,19,NPW
POLN4,1.84E-51,2.079905482,0.261,0.053,3.87E-47,19,POLN
GGCX8,2.02E-51,0.243252966,0.851,0.332,4.25E-47,19,GGCX
TMEM2564,2.88E-51,1.984353907,0.243,0.047,6.04E-47,19,TMEM256
SCAT24,7.12E-51,2.26362491,0.254,0.051,1.49E-46,19,SCAT2
ATRIP6,9.13E-51,1.276964265,0.391,0.102,1.92E-46,19,ATRIP
SCRG19,1.52E-50,1.108201018,0.406,0.108,3.20E-46,19,SCRG1
CDC164,1.62E-50,2.267862947,0.163,0.023,3.39E-46,19,CDC16
IST15,1.84E-50,0.795489539,0.351,0.086,3.86E-46,19,IST1
DENND5B5,2.07E-50,1.622235871,0.261,0.053,4.35E-46,19,DENND5B
AMFR6,3.37E-50,1.316842565,0.5,0.157,7.07E-46,19,AMFR
ZDHHC246,4.95E-50,1.008628932,0.942,0.548,1.04E-45,19,ZDHHC24
IQCA13,4.96E-50,3.662320317,0.054,0.003,1.04E-45,19,IQCA1
SH3BP17,5.60E-50,1.114713236,0.754,0.302,1.17E-45,19,SH3BP1
FYB12,8.13E-50,0.106533211,0.134,0.017,1.70E-45,19,FYB1
TTC224,8.35E-50,0.925042973,0.348,0.084,1.75E-45,19,TTC22
NOXO16,1.12E-49,0.608096576,0.612,0.2,2.35E-45,19,NOXO1
IL12A-AS15,1.30E-49,1.451572135,0.612,0.231,2.73E-45,19,IL12A-AS1
BCAN9,1.32E-49,2.013938862,0.25,0.05,2.76E-45,19,BCAN
TRPC17,1.48E-49,0.885815685,0.663,0.239,3.10E-45,19,TRPC1
ZNF3504,5.95E-49,2.342775586,0.203,0.036,1.25E-44,19,ZNF350
TRPC4AP5,8.98E-49,2.198355202,0.17,0.026,1.88E-44,19,TRPC4AP
GALNT14,9.20E-49,2.177698963,0.163,0.024,1.93E-44,19,GALNT1
AGRP2,1.22E-48,2.128904627,0.17,0.026,2.55E-44,19,AGRP
SLC12A55,1.43E-48,1.095166511,0.583,0.204,3.00E-44,19,SLC12A5
KREMEN16,2.79E-48,0.860841115,0.312,0.073,5.86E-44,19,KREMEN1
BYSL5,6.85E-47,2.786600733,0.141,0.019,1.44E-42,19,BYSL
PP2D110,7.64E-47,0.838523898,0.663,0.243,1.60E-42,19,PP2D1
PTH5,1.34E-46,1.1425254,0.453,0.136,2.81E-42,19,PTH
CENPBD1P6,1.37E-46,0.764728667,0.395,0.109,2.88E-42,19,CENPBD1P
PSMG43,2.99E-46,2.479481598,0.152,0.022,6.26E-42,19,PSMG4
ZNF75D8,4.58E-46,1.092275683,0.275,0.061,9.60E-42,19,ZNF75D
IL9R4,9.64E-46,1.8733812,0.228,0.046,2.02E-41,19,IL9R
PDE2A-AS27,1.55E-45,0.718883657,0.504,0.159,3.26E-41,19,PDE2A-AS2
KIF16B5,2.07E-45,1.005775601,0.308,0.074,4.34E-41,19,KIF16B
C2CD4D5,2.92E-45,0.978143708,0.536,0.181,6.13E-41,19,C2CD4D
PELI15,4.33E-45,0.591160378,0.362,0.096,9.07E-41,19,PELI1
KIF2A4,4.79E-45,1.442620262,0.308,0.075,1.01E-40,19,KIF2A
DLX36,1.34E-44,1.301161021,0.232,0.047,2.82E-40,19,DLX3
AGO47,2.91E-44,1.019520614,0.362,0.098,6.10E-40,19,AGO4
LGALS122,7.10E-44,2.669223324,0.127,0.017,1.49E-39,19,LGALS12
TEX536,1.12E-43,0.438415534,0.554,0.182,2.35E-39,19,TEX53
SLC30A85,2.03E-43,0.213444347,0.739,0.289,4.25E-39,19,SLC30A8
DGLUCY7,1.98E-42,0.878649336,0.514,0.174,4.16E-38,19,DGLUCY
USP205,2.20E-42,0.29035583,0.623,0.221,4.62E-38,19,USP20
NR2F1-AS13,3.57E-42,0.31644566,0.583,0.209,7.49E-38,19,NR2F1-AS1
CCDC1065,5.03E-42,0.894893985,0.75,0.314,1.06E-37,19,CCDC106
EIF3B4,1.73E-41,1.047067375,0.203,0.039,3.64E-37,19,EIF3B
ANO67,1.75E-41,0.906368094,0.344,0.093,3.68E-37,19,ANO6
ARHGAP324,2.91E-41,1.880039224,0.395,0.125,6.11E-37,19,ARHGAP32
TRAF34,3.26E-41,1.919860916,0.493,0.188,6.85E-37,19,TRAF3
EFR3B11,3.71E-41,0.937909524,0.96,0.62,7.78E-37,19,EFR3B
TPTE26,4.84E-41,1.759812724,0.409,0.135,1.01E-36,19,TPTE2
CIDEB4,4.91E-41,1.585074253,0.279,0.069,1.03E-36,19,CIDEB
SFXN48,6.87E-41,0.661997801,0.478,0.152,1.44E-36,19,SFXN4
HPS57,7.50E-41,0.219747244,0.656,0.234,1.57E-36,19,HPS5
MSTO18,1.09E-40,0.841563601,0.841,0.404,2.29E-36,19,MSTO1
SCT7,1.16E-40,1.206516489,0.351,0.1,2.44E-36,19,SCT
NT5C1A8,7.21E-40,0.414380343,0.88,0.368,1.51E-35,19,NT5C1A
SLF24,1.75E-39,3.250124294,0.13,0.019,3.68E-35,19,SLF2
KRTAP5-26,4.22E-39,1.502311632,0.293,0.077,8.85E-35,19,KRTAP5-2
RUBCN7,4.32E-39,0.595270858,0.678,0.267,9.06E-35,19,RUBCN
TRIP104,1.63E-38,1.646092163,0.254,0.061,3.41E-34,19,TRIP10
WDR315,2.30E-38,1.115761781,0.373,0.112,4.82E-34,19,WDR31
ZNF3966,6.92E-38,0.936563606,0.547,0.208,1.45E-33,19,ZNF396
GATAD2B5,1.94E-37,0.883486739,0.214,0.046,4.08E-33,19,GATAD2B
CAPN73,2.10E-37,1.360868648,0.221,0.049,4.41E-33,19,CAPN7
ANKRD74,3.70E-37,2.624572553,0.127,0.019,7.76E-33,19,ANKRD7
PRDM6-AS15,1.47E-36,0.983125934,0.362,0.114,3.09E-32,19,PRDM6-AS1
TPP25,3.49E-36,1.867697851,0.232,0.055,7.32E-32,19,TPP2
IRAK44,6.69E-36,0.871847842,0.348,0.104,1.40E-31,19,IRAK4
C4BPB4,9.82E-36,1.448846021,0.221,0.051,2.06E-31,19,C4BPB
APOBEC3H8,1.22E-35,0.900464266,0.562,0.22,2.55E-31,19,APOBEC3H
ZC3H7B6,1.85E-35,1.577923272,0.214,0.049,3.88E-31,19,ZC3H7B
FAM168B3,2.31E-35,0.1280861,0.257,0.064,4.84E-31,19,FAM168B
TSPO10,2.67E-35,0.68461693,0.967,0.614,5.60E-31,19,TSPO
LINC025495,1.09E-34,0.51707644,0.272,0.071,2.29E-30,19,LINC02549
GSTM25,3.87E-34,1.064393189,0.649,0.287,8.11E-30,19,GSTM2
KCNB17,7.68E-34,0.759595668,0.75,0.35,1.61E-29,19,KCNB1
FOXC25,7.68E-34,0.546858296,0.312,0.091,1.61E-29,19,FOXC2
NDUFV27,6.12E-33,0.88630646,0.786,0.408,1.28E-28,19,NDUFV2
TVP23C6,1.32E-32,1.14661428,0.181,0.039,2.78E-28,19,TVP23C
CHMP4B6,1.72E-32,0.831691861,0.562,0.234,3.61E-28,19,CHMP4B
ADAMTS95,4.02E-32,1.624735172,0.181,0.039,8.43E-28,19,ADAMTS9
MCHR2-AS14,4.46E-32,1.794715136,0.163,0.033,9.34E-28,19,MCHR2-AS1
TTC296,4.86E-32,1.740563482,0.228,0.058,1.02E-27,19,TTC29
HGFAC6,5.76E-32,0.760456653,0.297,0.086,1.21E-27,19,HGFAC
SKI7,1.89E-31,0.912144542,0.261,0.071,3.97E-27,19,SKI
NHLRC25,2.16E-31,1.776277241,0.362,0.127,4.53E-27,19,NHLRC2
MYL45,3.53E-31,2.398216027,0.112,0.018,7.40E-27,19,MYL4
ZNF55211,6.75E-31,0.14237307,0.957,0.452,1.42E-26,19,ZNF552
CNOT17,7.64E-31,1.25749683,0.225,0.056,1.60E-26,19,CNOT1
TMC34,8.58E-31,1.112058878,0.402,0.146,1.80E-26,19,TMC3
RNF1394,2.64E-30,1.158410307,0.312,0.097,5.53E-26,19,RNF139
RCHY16,3.04E-30,0.887620972,0.457,0.175,6.38E-26,19,RCHY1
BIRC23,3.19E-30,1.556410724,0.163,0.034,6.68E-26,19,BIRC2
POGLUT24,4.94E-30,1.483018551,0.341,0.116,1.04E-25,19,POGLUT2
SSR15,8.16E-30,1.875664022,0.134,0.025,1.71E-25,19,SSR1
OSGEPL14,1.19E-29,1.789845926,0.152,0.031,2.50E-25,19,OSGEPL1
LNCHR13,1.45E-29,4.981641082,0.051,0.004,3.04E-25,19,LNCHR1
DDOST4,1.97E-29,0.854309711,0.471,0.191,4.13E-25,19,DDOST
SPINK63,3.23E-29,2.94900441,0.058,0.006,6.77E-25,19,SPINK6
SPAM18,6.62E-29,1.180496003,0.228,0.061,1.39E-24,19,SPAM1
NELL15,8.76E-29,1.55343458,0.174,0.04,1.84E-24,19,NELL1
SLC31A26,1.20E-28,1.178402792,0.279,0.087,2.52E-24,19,SLC31A2
CTU14,1.46E-28,3.266511202,0.047,0.004,3.07E-24,19,CTU1
MALL7,2.05E-28,0.592312118,0.565,0.236,4.29E-24,19,MALL
ODAD17,2.41E-28,1.014904002,0.649,0.322,5.06E-24,19,ODAD1
EOMES9,2.60E-28,0.810298339,0.478,0.194,5.46E-24,19,EOMES
RTL15,2.63E-28,1.331104881,0.297,0.097,5.51E-24,19,RTL1
MIR1302-2HG4,4.03E-28,2.686064164,0.112,0.019,8.46E-24,19,MIR1302-2HG
ACE5,4.14E-28,0.640160538,0.221,0.06,8.69E-24,19,ACE
AZI210,1.03E-27,0.84998048,0.283,0.087,2.15E-23,19,AZI2
EPHA28,2.26E-27,1.399450783,0.732,0.489,4.73E-23,19,EPHA2
PRIMPOL5,4.27E-27,0.570467867,0.203,0.052,8.96E-23,19,PRIMPOL
GOLGA6L47,7.68E-27,0.296129894,0.438,0.164,1.61E-22,19,GOLGA6L4
AGO27,2.13E-26,1.108526918,0.475,0.204,4.46E-22,19,AGO2
INCENP6,2.23E-26,0.799796853,0.283,0.089,4.68E-22,19,INCENP
KCNJ94,2.84E-26,2.609404429,0.051,0.005,5.96E-22,19,KCNJ9
STAG26,3.83E-26,0.654761621,0.286,0.091,8.02E-22,19,STAG2
RBMS3-AS35,4.36E-26,0.603784911,0.855,0.5,9.14E-22,19,RBMS3-AS3
EPHA52,6.30E-26,1.108537204,0.174,0.042,1.32E-21,19,EPHA5
CHKA5,7.67E-26,1.048315815,0.239,0.071,1.61E-21,19,CHKA
COMMD68,1.25E-25,0.924171897,0.214,0.06,2.62E-21,19,COMMD6
FFAR46,1.34E-25,1.648081442,0.279,0.091,2.80E-21,19,FFAR4
PEX138,1.40E-25,0.613571488,0.293,0.096,2.93E-21,19,PEX13
TMEM1638,1.99E-25,1.327560602,0.424,0.184,4.18E-21,19,TMEM163
TNFRSF193,2.00E-25,0.691752902,0.478,0.198,4.20E-21,19,TNFRSF19
PPP1R3D5,2.06E-25,1.630339507,0.156,0.036,4.33E-21,19,PPP1R3D
CITED44,2.20E-25,0.92235342,0.261,0.081,4.62E-21,19,CITED4
CCND37,2.25E-25,0.488784933,0.75,0.367,4.72E-21,19,CCND3
LRP5L5,4.32E-25,0.247573461,0.558,0.235,9.07E-21,19,LRP5L
TDRG13,8.98E-25,1.500705183,0.138,0.03,1.88E-20,19,TDRG1
CBX87,1.44E-24,0.757585851,0.33,0.116,3.03E-20,19,CBX8
SEPTIN97,2.01E-24,0.390855218,0.804,0.395,4.23E-20,19,SEPTIN9
PIGB5,3.08E-24,0.238740969,0.395,0.149,6.46E-20,19,PIGB
